age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
2,management,married,university.degree,unknown,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,1.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,technician,married,professional.course,no,no,no,telephone,may,tue,5.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,professional.course,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,married,university.degree,no,no,no,telephone,may,tue,2.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,single,high.school,no,unknown,unknown,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,management,married,university.degree,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,technician,married,professional.course,no,yes,no,telephone,may,tue,4.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,basic.9y,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,professional.course,no,yes,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,yes,yes,telephone,may,tue,1.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,services,married,high.school,unknown,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,yes,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,no,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,no,no,telephone,may,tue,2.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,3.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,services,married,high.school,no,no,no,telephone,may,tue,1.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,high.school,no,no,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,university.degree,no,yes,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,university.degree,no,yes,no,telephone,may,tue,5.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,basic.6y,no,yes,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,unknown,no,no,telephone,may,tue,3.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,professional.course,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,basic.9y,no,yes,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,divorced,university.degree,no,yes,yes,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,professional.course,no,no,no,telephone,may,tue,1.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,professional.course,no,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,unknown,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,blue-collar,single,unknown,no,yes,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,technician,married,professional.course,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,single,basic.4y,no,no,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,unknown,unknown,yes,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,professional.course,no,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,university.degree,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,basic.6y,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,single,basic.4y,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,university.degree,unknown,yes,no,telephone,may,tue,4.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,single,professional.course,no,yes,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,university.degree,no,yes,yes,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,unknown,unknown,yes,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,divorced,university.degree,no,yes,no,telephone,may,tue,1.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,housemaid,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,married,high.school,no,yes,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,retired,married,high.school,unknown,yes,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,single,professional.course,no,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,management,single,university.degree,no,yes,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,housemaid,divorced,university.degree,no,no,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,high.school,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,high.school,no,no,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,housemaid,married,high.school,no,yes,no,telephone,may,tue,1.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,housemaid,married,high.school,no,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,divorced,unknown,unknown,yes,yes,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,basic.4y,no,no,no,telephone,may,tue,3.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,university.degree,unknown,no,yes,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,self-employed,single,university.degree,no,no,no,telephone,may,tue,5.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,single,unknown,no,yes,no,telephone,may,tue,4.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,no,yes,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,technician,married,basic.9y,no,no,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,4.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,high.school,no,no,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,university.degree,unknown,no,no,telephone,may,tue,3.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,services,single,high.school,unknown,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,high.school,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,high.school,no,no,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,professional.course,no,no,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,single,high.school,unknown,no,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,university.degree,no,yes,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,entrepreneur,married,professional.course,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,4.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,technician,married,basic.4y,unknown,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,5.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,1
2,self-employed,married,university.degree,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,professional.course,unknown,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,no,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,housemaid,married,basic.4y,unknown,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,high.school,no,yes,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,professional.course,unknown,yes,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,management,married,university.degree,no,yes,no,telephone,may,tue,5.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,management,single,university.degree,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,retired,married,high.school,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,1.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,services,married,high.school,unknown,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,housemaid,married,basic.4y,no,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,university.degree,unknown,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,self-employed,married,basic.9y,no,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,housemaid,married,basic.6y,unknown,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,self-employed,married,university.degree,no,no,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,university.degree,no,yes,yes,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,university.degree,no,no,no,telephone,may,tue,1.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,high.school,unknown,yes,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,retired,divorced,university.degree,unknown,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,university.degree,unknown,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,student,single,university.degree,unknown,no,no,telephone,may,tue,2.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,married,university.degree,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,basic.9y,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,university.degree,no,no,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,retired,married,high.school,no,no,no,telephone,may,tue,2.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,basic.6y,no,no,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,5.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,university.degree,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,entrepreneur,married,basic.4y,no,yes,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,5.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,married,basic.9y,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,high.school,no,no,no,telephone,may,tue,2.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,technician,single,professional.course,no,no,no,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,single,unknown,unknown,yes,yes,telephone,may,tue,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,high.school,no,yes,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,self-employed,single,basic.4y,unknown,yes,no,telephone,may,tue,1.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,single,university.degree,unknown,no,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,retired,married,basic.4y,no,no,no,telephone,may,tue,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,married,high.school,no,no,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,unemployed,divorced,university.degree,no,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,4.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,admin.,divorced,high.school,no,no,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,housemaid,married,basic.4y,no,yes,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,management,married,basic.4y,unknown,yes,no,telephone,may,tue,1.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,technician,single,professional.course,no,yes,yes,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,4.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,unemployed,married,basic.4y,unknown,yes,yes,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,services,married,high.school,no,yes,no,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,admin.,single,university.degree,no,no,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,technician,single,professional.course,no,yes,no,telephone,may,tue,4.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,services,divorced,basic.9y,no,no,yes,telephone,may,tue,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
3,blue-collar,married,professional.course,no,no,no,telephone,may,tue,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,admin.,married,university.degree,no,yes,no,telephone,may,tue,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,services,married,high.school,no,no,no,telephone,may,tue,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
2,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.857,5191.0,0
1,services,married,university.degree,no,yes,no,telephone,may,wed,1.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,unemployed,married,basic.4y,no,no,no,telephone,may,wed,3.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,services,married,high.school,no,yes,no,telephone,may,wed,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
1,technician,married,university.degree,unknown,no,no,telephone,may,wed,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,technician,married,professional.course,no,no,no,telephone,may,wed,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
1,technician,married,university.degree,no,yes,no,telephone,may,wed,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,admin.,married,university.degree,no,no,no,telephone,may,wed,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,self-employed,married,university.degree,unknown,no,no,telephone,may,wed,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,technician,married,unknown,unknown,unknown,unknown,telephone,may,wed,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
1,student,single,high.school,unknown,no,no,telephone,may,wed,3.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
3,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,management,married,unknown,unknown,yes,no,telephone,may,wed,2.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,technician,married,professional.course,no,no,no,telephone,may,wed,5.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,housemaid,married,basic.9y,no,no,no,telephone,may,wed,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,3.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,single,unknown,unknown,no,yes,telephone,may,wed,1.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
2,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,2.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
1,admin.,married,high.school,no,yes,no,telephone,may,wed,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
1,services,married,high.school,unknown,no,no,telephone,may,wed,4.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
